,Index,Instance,DominantPairs,SmallerBetterPairs,CapacityFraction,CapFracDistanceFromOneHalf,CorrelationCoefficient,ApproximationGap,CoeffVarWeights,CoeffVarProfits,CoeffVarEffics,PossibleItemFixProportion,SubsetSumLikeness,ModBalasZemelMeasure,MaxCardinality,MinCardinality,CardinalityGap,FirstWeight,FirstProfit,PolyfitLinear,PolyfitQuadratic,PolyfitCubic,BeforeAfterSplitRatio,EvenOddLikeness,GreedyUnusedCapacity,ReducedDominantPairs,ReducedSmallerBetterPairs,ReducedCapacityFraction,ReducedCapFracDistanceFromOneHalf,ReducedCorrelationCoefficient,ReducedApproximationGap,ReducedCoeffVarWeights,ReducedCoeffVarProfits,ReducedCoeffVarEffics,ReducedSubsetLikeness,ReducedModBalasZemelMeasure,ReducedMaxCardinality,ReducedMinCardinality,ReducedCardinalityGap,ReducedFirstWeight,ReducedFirstProfit,ReducedPolyfitLinear,ReducedPolyfitQuadratic,ReducedPolyfitCubic,ReducedBeforeAfterSplitRatio,ReducedGreedyUnusedCapacity,algo_Expknap,algo_Minknap,algo_Combo,Source,Label,X
7060,7828,Multiple114,0.015633634,0.971943944,0.567164996,0.134329993,0.995181482,0.490570036,0.338587413,0.250898313,0.276888877,0,0.003,0.005619586,0.758,0.335,0.423,0.002,0.155384615,0.990386183,0.990388486,0.990388729,0.854443806,0.003,0.874334084,0.015633634,0.971943944,0.567164996,0.134329993,0.995181482,0.490570036,0.338587413,0.250898313,0.276888877,0.003,0.005619586,0.758,0.335,0.423,0.002,0.155384615,0.990386183,0.990388486,0.990388729,0.854443806,0.874334084,15,0.00421832,0.000744097,Matilda,1,0
7061,7829,Multiple115,0.020730731,0.964798799,0.572139324,0.144278647,0.993478519,0.711623671,0.341573108,0.250971678,0.43137942,0,0.003,0.007856179,0.763,0.338,0.425,0.001,0.155813953,0.986999568,0.986999597,0.987034316,0.858440456,0.003,0.912262953,0.020730731,0.964798799,0.572139324,0.144278647,0.993478519,0.711623671,0.341573108,0.250971678,0.43137942,0.003,0.007856179,0.763,0.338,0.425,0.001,0.155813953,0.986999568,0.986999597,0.987034316,0.858440456,0.912262953,15,0.014351,0.00608492,Matilda,1,0
7062,7830,Multiple116,0.020862863,0.96382983,0.577115262,0.154230525,0.993962849,0.210939249,0.337142924,0.250499773,0.40462453,0.013,0.003,0.002344502,0.759,0.347,0.412,0.001,0.154615385,0.987962146,0.98796649,0.98800929,0.856451791,0.003,0.723973454,0.019067348,0.963244285,0.576647397,0.153294795,0.994439248,0.210939249,0.331107303,0.248043435,0.41852775,0.003039514,0.002547367,0.755825735,0.351570415,0.404255319,0.001,0.154615385,0.988909417,0.988931419,0.988931685,0.853188978,0.723973454,15,0.00315605,0.00219382,Matilda,1,0
7063,7831,Multiple117,0.022358358,0.960574575,0.582091436,0.164182872,0.992763372,0.405449076,0.324840474,0.239394974,0.34605612,0,0.007,0.004507527,0.76,0.359,0.401,0.001,0.154615385,0.985579113,0.985579926,0.985590721,0.853432532,0.007,0.848412058,0.022358358,0.960574575,0.582091436,0.164182872,0.992763372,0.405449076,0.324840474,0.239394974,0.34605612,0.007,0.004507527,0.76,0.359,0.401,0.001,0.154615385,0.985579113,0.985579926,0.985590721,0.853432532,0.848412058,15,0.0130117,0.00944179,Matilda,1,0
7064,7832,Multiple118,0.020724725,0.959189189,0.587065145,0.17413029,0.993409832,0.274276612,0.322689823,0.240367964,0.313112244,0,0.006,0.003155327,0.76,0.366,0.394,0.002,0.155504234,0.986863094,0.986888532,0.986890369,0.855450221,0.006,0.780901731,0.020724725,0.959189189,0.587065145,0.17413029,0.993409832,0.274276612,0.322689823,0.240367964,0.313112244,0.006,0.003155327,0.76,0.366,0.394,0.002,0.155504234,0.986863094,0.986888532,0.986890369,0.855450221,0.780901731,15,0.00637668,0.00562364,Matilda,1,0
7065,7833,Multiple119,0.031195195,0.940058058,0.592041167,0.184082335,0.990170265,0.538587332,0.324491749,0.240260031,0.255274029,0,0.002,0.005971806,0.766,0.367,0.399,0.002,0.155384615,0.980437153,0.980437901,0.980440219,0.855450221,0.002,0.884057892,0.031195195,0.940058058,0.592041167,0.184082335,0.990170265,0.538587332,0.324491749,0.240260031,0.255274029,0.002,0.005971806,0.766,0.367,0.399,0.002,0.155384615,0.980437153,0.980437901,0.980440219,0.855450221,0.884057892,15,0.00411812,0.00304725,Matilda,1,0
7066,7834,Multiple120,0.024930931,0.957079079,0.597016771,0.194033541,0.992150127,0.129953272,0.318020909,0.234807591,0.234302085,0.155,0.003,0.001437241,0.764,0.377,0.387,0.003003003,0.156635802,0.984361875,0.984384467,0.984385374,0.860409926,0.003,0.589569303,0.017246698,0.953972349,0.57846231,0.15692462,0.99441992,0.129953272,0.254906439,0.198172128,0.026275277,0.003550296,0.002548138,0.720710059,0.40591716,0.314792899,0.119119119,0.246141975,0.988870977,0.988906654,0.98896694,0.812020427,0.589569303,15,0.00125564,0.000911619,Matilda,1,0
7067,7835,Multiple121,0.018352352,0.968820821,0.601990827,0.203981655,0.994314761,0.384221574,0.344934727,0.253444786,0.230244245,0,0.001,0.004271473,0.783,0.359,0.424,0.003003003,0.156274057,0.988661843,0.988669967,0.988683108,0.879078521,0.01,0.84098843,0.018352352,0.968820821,0.601990827,0.203981655,0.994314761,0.384221574,0.344934727,0.253444786,0.230244245,0.001,0.004271473,0.783,0.359,0.424,0.003003003,0.156274057,0.988661843,0.988669967,0.988683108,0.879078521,0.84098843,15,0.00976661,0.00854439,Matilda,1,0
7068,7836,Multiple122,0.023027027,0.955955956,0.606966371,0.213932742,0.992608047,0.497231801,0.329734954,0.244058893,0.354554921,0,0.003,0.005574093,0.78,0.375,0.405,0.001,0.154734411,0.985270734,0.985290794,0.985291143,0.874582537,0.003,0.87602529,0.023027027,0.955955956,0.606966371,0.213932742,0.992608047,0.497231801,0.329734954,0.244058893,0.354554921,0.003,0.005574093,0.78,0.375,0.405,0.001,0.154734411,0.985270734,0.985290794,0.985291143,0.874582537,0.87602529,15,0.00374711,0.000810134,Matilda,1,0
7069,7837,Multiple123,0.030134134,0.940804805,0.61194089,0.22388178,0.990475716,0.304518819,0.326805472,0.242106802,0.407940585,0,0.002,0.00337631,0.78,0.383,0.397,0.001,0.154615385,0.981042144,0.981044223,0.981054469,0.869973947,0.02,0.800140726,0.030134134,0.940804805,0.61194089,0.22388178,0.990475716,0.304518819,0.326805472,0.242106802,0.407940585,0.002,0.00337631,0.78,0.383,0.397,0.001,0.154615385,0.981042144,0.981044223,0.981054469,0.869973947,0.800140726,15,0.00806771,0.00703822,Matilda,1,0
7070,7838,Multiple124,0.033885886,0.931667668,0.616916132,0.233832264,0.989301194,0.211253267,0.326477893,0.242001404,0.404795921,0.014,0.006,0.002358991,0.784,0.387,0.397,0.001,0.154615385,0.978716852,0.978718871,0.978745024,0.868098468,0.006,0.719409296,0.032802381,0.930095448,0.616339062,0.232678124,0.989645664,0.211253267,0.320052864,0.239346904,0.414273412,0.006085193,0.002574492,0.780933063,0.390466531,0.390466531,0.001,0.154615385,0.97939854,0.9794682,0.97957672,0.864941799,0.719409296,15,0.0044239,0.00397719,Matilda,1,0
7071,7839,Multiple125,0.02038038,0.963541542,0.621892274,0.243784548,0.993594091,0.019644555,0.342003716,0.251774657,0.33950832,0.845,0.006,0.000221371,0.793,0.378,0.415,0.001002004,0.155332303,0.987229218,0.987240854,0.987259945,0.887742119,0.006,0.125665916,0,0.994386259,0.504741686,0.009483371,1,0.024679664,0.046162031,0.036316453,0.001980651,0.038709677,0.00256837,0.541935484,0.470967742,0.070967742,0.777108434,0.82038835,1,1,1,0.548257525,0.125665916,0.00115358,2.72E-05,2.38E-05,Matilda,1,0
7072,7840,Multiple126,0.018484484,0.966288288,0.626866005,0.25373201,0.993816555,0.197891649,0.331862936,0.244232056,0.358911949,0.017,0.007,0.002217426,0.792,0.39,0.402,0.001001001,0.154734411,0.987671345,0.987671853,0.987772809,0.886895057,0.007,0.708607146,0.016187613,0.966077078,0.625683105,0.251366209,0.994565092,0.197891649,0.325488613,0.242064133,0.366987323,0.007121058,0.00257249,0.788402848,0.393692777,0.394710071,0.001001001,0.154734411,0.989159722,0.989193791,0.989365793,0.883738104,0.708607146,15,0.00251676,0.00212611,Matilda,1,0
7073,7841,Multiple127,0.028502503,0.949439439,0.631842556,0.263685111,0.991185938,0.690805093,0.336743538,0.24778708,0.339098454,0,0.005,0.00764028,0.799,0.388,0.411,0.001,0.155092593,0.982449564,0.982516676,0.982516679,0.891088399,0.005,0.910297724,0.028502503,0.949439439,0.631842556,0.263685111,0.991185938,0.690805093,0.336743538,0.24778708,0.339098454,0.005,0.00764028,0.799,0.388,0.411,0.001,0.155092593,0.982449564,0.982516676,0.982516679,0.891088399,0.910297724,15,0.0112954,0.00486127,Matilda,1,0
7074,7842,Multiple128,0.043155155,0.923253253,0.636816959,0.273633918,0.986349134,0.516249092,0.328739947,0.237032112,0.352880308,0,0.004,0.005695748,0.796,0.4,0.396,0.001004016,0.155092593,0.972884614,0.972927261,0.972927392,0.880845909,0.004,0.878364769,0.043155155,0.923253253,0.636816959,0.273633918,0.986349134,0.516249092,0.328739947,0.237032112,0.352880308,0.004,0.005695748,0.796,0.4,0.396,0.001004016,0.155092593,0.972884614,0.972927261,0.972927392,0.880845909,0.878364769,15,0.00305205,0.00201342,Matilda,1,0
7075,7843,Multiple129,0.030912913,0.943251251,0.641791936,0.283583872,0.990204442,0.295606791,0.328113312,0.241519336,0.361547136,0,0.003,0.003276797,0.799,0.407,0.392,0.001,0.154615385,0.980504836,0.98060243,0.980602439,0.890258085,0.003,0.796432879,0.030912913,0.943251251,0.641791936,0.283583872,0.990204442,0.295606791,0.328113312,0.241519336,0.361547136,0.003,0.003276797,0.799,0.407,0.392,0.001,0.154615385,0.980504836,0.98060243,0.980602439,0.890258085,0.796432879,15,0.00616061,0.00455286,Matilda,1,0
7076,7844,Multiple130,0.042794795,0.926610611,0.646767378,0.293534755,0.987089204,0.414760028,0.332341513,0.240411989,0.393370785,0,0.005,0.004601661,0.803,0.407,0.396,0.001,0.155092593,0.974345098,0.974350806,0.974378565,0.890258085,0.005,0.850852164,0.042794795,0.926610611,0.646767378,0.293534755,0.987089204,0.414760028,0.332341513,0.240411989,0.393370785,0.005,0.004601661,0.803,0.407,0.396,0.001,0.155092593,0.974345098,0.974350806,0.974378565,0.890258085,0.850852164,15,0.0118965,0.00914356,Matilda,1,0
7077,7845,Multiple131,0.042698699,0.929535536,0.651742923,0.303485846,0.986922219,0.45167382,0.348439571,0.250314085,0.238973655,0,0.006,0.005010034,0.817,0.395,0.422,0.002,0.155504234,0.974015466,0.974046295,0.974047257,0.897583618,0.006,0.86138767,0.042698699,0.929535536,0.651742923,0.303485846,0.986922219,0.45167382,0.348439571,0.250314085,0.238973655,0.006,0.005010034,0.817,0.395,0.422,0.002,0.155504234,0.974015466,0.974046295,0.974047257,0.897583618,0.86138767,15,0.00109168,0.000850825,Matilda,1,0
7078,7846,Multiple132,0.030988989,0.942706707,0.656717536,0.313435072,0.990594346,0.643956133,0.332014238,0.245243221,0.358651523,0,0.003,0.007113169,0.809,0.413,0.396,0.001002004,0.155813953,0.981277158,0.981278755,0.98131668,0.897583618,0.003,0.903983991,0.030988989,0.942706707,0.656717536,0.313435072,0.990594346,0.643956133,0.332014238,0.245243221,0.358651523,0.003,0.007113169,0.809,0.413,0.396,0.001002004,0.155813953,0.981277158,0.981278755,0.98131668,0.897583618,0.903983991,15,0.0127509,0.0034704,Matilda,1,0
7079,7847,Multiple133,0.025281281,0.954932933,0.661691593,0.323383185,0.991949569,0.089968311,0.334293451,0.245509558,0.348166051,0.382,0.005,0.000995043,0.815,0.419,0.396,0.001001001,0.155092593,0.983963948,0.983984384,0.98400597,0.904586861,0.005,0.473489511,0.01537348,0.937703577,0.596368054,0.192736108,0.991926422,0.089968311,0.177337457,0.143139417,0.009887981,0.008090615,0.002570515,0.700647249,0.472491909,0.22815534,0.316316316,0.398148148,0.983918027,0.983980852,0.984099216,0.783422171,0.473489511,15,0.000462332,0.000295941,Matilda,1,0
7080,7848,Multiple134,0.042344344,0.920866867,0.666667977,0.333335954,0.986673404,0.202520134,0.327220765,0.237933306,0.27327362,0.036,0.002,0.002239373,0.814,0.428,0.386,0.003,0.15704388,0.973524406,0.973552304,0.973571671,0.897583618,0.002,0.711073935,0.040308855,0.915767204,0.665345706,0.330691412,0.986874336,0.202520134,0.310207466,0.230380156,0.168336621,0.002074689,0.002550998,0.807053942,0.440871369,0.366182573,0.004,0.15704388,0.973920955,0.974041138,0.974449241,0.891527712,0.711073935,15,0.00284681,0.00202995,Matilda,1,0
7081,7849,Multiple135,0.029405405,0.946584585,0.671641791,0.343283582,0.990713548,0.320400798,0.327882252,0.24148896,0.210538522,0,0.002,0.003509865,0.819,0.432,0.387,0.004004004,0.158754864,0.981513335,0.981516872,0.981582387,0.90834362,0.02,0.811064701,0.029405405,0.946584585,0.671641791,0.343283582,0.990713548,0.320400798,0.327882252,0.24148896,0.210538522,0.002,0.003509865,0.819,0.432,0.387,0.004004004,0.158754864,0.981513335,0.981516872,0.981582387,0.90834362,0.811064701,15,0.00618096,0.00378521,Matilda,1,0
7082,7850,Multiple136,0.026308308,0.956938939,0.676618827,0.353237654,0.991723508,0.052500374,0.343059108,0.249963311,0.274042339,0.602,0.006,0.000580147,0.829,0.423,0.406,0.002,0.1561051,0.983515516,0.983515648,0.983544538,0.915581953,0.006,0.315211625,0.007645279,0.955064998,0.486364176,0.027271648,0.99296178,0.052500374,0.119921743,0.09869774,0.005342468,0.015075377,0.002548886,0.567839196,0.404522613,0.163316583,0.512,0.550231839,0.985973096,0.986387512,0.986414818,0.581374307,0.315211625,1.02825,0.000153764,0.000103159,Matilda,1,0
7083,7851,Multiple137,0.020332332,0.965115115,0.681592252,0.363184504,0.994011824,0.155428389,0.343918273,0.254265091,0.287910385,0.047,0.005,0.001739496,0.829,0.425,0.404,0.002002002,0.155504234,0.988059505,0.988062082,0.988064987,0.916986913,0.005,0.647929248,0.01279242,0.967621046,0.67586328,0.351726559,0.996185444,0.155428389,0.333607966,0.252442542,0.298964352,0.00524659,0.002567514,0.820566632,0.430220357,0.390346275,0.002002002,0.155504234,0.99238544,0.992427437,0.992463465,0.910858832,0.647929248,15,0.00155055,0.00108013,Matilda,1,0
7084,7852,Multiple138,0.02974975,0.944960961,0.686567373,0.373134746,0.990431104,0.222030908,0.323733872,0.238433468,0.201887676,0.011,0.001,0.002462046,0.826,0.45,0.376,0.003003003,0.156756757,0.980953771,0.980953771,0.980979531,0.913448159,0.01,0.736865692,0.028518153,0.943868382,0.686388662,0.372777324,0.990732961,0.222030908,0.317988147,0.235968164,0.191538451,0.001011122,0.002563318,0.824064712,0.453993933,0.370070779,0.003003003,0.156756757,0.981551799,0.981599933,0.98160306,0.912014422,0.736865692,15,0.00316234,0.00191008,Matilda,1,0
7085,7853,Multiple139,0.025927928,0.960686687,0.691542501,0.383085002,0.992235886,0.02022106,0.340935285,0.248702616,0.203851579,0.835,0.004,0.000223387,0.835,0.438,0.397,0.003,0.156877898,0.984532053,0.984533392,0.98454473,0.921795995,0.004,0.131775324,0,0.995269771,0.392181858,0.215636283,1,0.02340434,0.048045695,0.038673764,0.001927426,0.024242424,0.002579569,0.43030303,0.357575758,0.072727273,0.772331155,0.813059034,1,1,1,0.390812089,0.131775324,7.61E-05,2.05E-05,1.88E-05,Matilda,1,0
7086,7854,Multiple140,0.028936937,0.947813814,0.696518028,0.393036056,0.991281788,0.126127444,0.335750874,0.24745728,0.278381734,0.217,0.004,0.00138806,0.834,0.446,0.388,0.002006018,0.156589147,0.982639584,0.98268657,0.982711206,0.918377997,0.004,0.5825712,0.022024935,0.935074946,0.675783813,0.351567627,0.992481414,0.126127444,0.24598286,0.193308768,0.022132925,0.005108557,0.00254745,0.787994891,0.50063857,0.287356322,0.152457372,0.272868217,0.985019358,0.985030762,0.98511023,0.881137648,0.5825712,15,0.00111975,0.000676224,Matilda,1,0
7087,7855,Multiple141,0.03449049,0.93637037,0.701493134,0.402986268,0.989090065,0.450119261,0.331186206,0.242456725,0.263338029,0,0.006,0.00498402,0.836,0.454,0.382,0.003,0.156153846,0.978299157,0.978299369,0.978339755,0.919068383,0.006,0.865146395,0.03449049,0.93637037,0.701493134,0.402986268,0.989090065,0.450119261,0.331186206,0.242456725,0.263338029,0.006,0.00498402,0.836,0.454,0.382,0.003,0.156153846,0.978299157,0.978299369,0.978339755,0.919068383,0.865146395,15,0.011246,0.00797298,Matilda,1,0
7088,7856,Multiple142,0.019423423,0.964382382,0.706468395,0.41293679,0.993720469,0.177103597,0.33647917,0.247969441,0.339043966,0.034,0.005,0.001967558,0.844,0.455,0.389,0.001001001,0.154734411,0.987480371,0.987481309,0.987481939,0.927092229,0.005,0.68307646,0.014271769,0.965180918,0.703452042,0.406904084,0.995356224,0.177103597,0.326895368,0.245510354,0.35331073,0.005175983,0.002570462,0.838509317,0.461697723,0.376811594,0.001001001,0.154734411,0.990734012,0.990789389,0.990789422,0.923409345,0.68307646,15,0.0018172,0.00122473,Matilda,1,0
7089,7857,Multiple143,0.019803804,0.962366366,0.711444593,0.422889187,0.993809822,0.577807462,0.325058617,0.242114989,0.295524088,0,0.007,0.006458238,0.839,0.47,0.369,0.002,0.155384615,0.987657963,0.987660409,0.987680745,0.923806601,0.007,0.895885494,0.019803804,0.962366366,0.711444593,0.422889187,0.993809822,0.577807462,0.325058617,0.242114989,0.295524088,0.007,0.006458238,0.839,0.47,0.369,0.002,0.155384615,0.987657963,0.987660409,0.987680745,0.923806601,0.895885494,15,0.0177234,0.014598,Matilda,1,0
7090,7858,Multiple144,0.035395395,0.939791792,0.716418429,0.432836859,0.989818935,0.453619797,0.350670552,0.256482685,0.355177099,0,0.005,0.005022173,0.853,0.45,0.403,0.001,0.154615385,0.979741525,0.979754124,0.979761098,0.930298111,0.005,0.867088318,0.035395395,0.939791792,0.716418429,0.432836859,0.989818935,0.453619797,0.350670552,0.256482685,0.355177099,0.005,0.005022173,0.853,0.45,0.403,0.001,0.154615385,0.979741525,0.979754124,0.979761098,0.930298111,0.867088318,15,0.00861773,0.00712496,Matilda,1,0
7091,7859,Multiple145,0.03029029,0.94229029,0.721394172,0.442788344,0.990845856,0.605017867,0.331354291,0.245958846,0.399230963,0,0.005,0.006703286,0.847,0.473,0.374,0.001,0.154615385,0.981775511,0.981781695,0.981782127,0.927092229,0.005,0.900097252,0.03029029,0.94229029,0.721394172,0.442788344,0.990845856,0.605017867,0.331354291,0.245958846,0.399230963,0.005,0.006703286,0.847,0.473,0.374,0.001,0.154615385,0.981775511,0.981781695,0.981782127,0.927092229,0.900097252,15,0.01688,0.0145528,Matilda,1,0
7092,7860,Multiple146,0.024362362,0.950492492,0.726369924,0.452739849,0.992192613,0.615035394,0.314764895,0.235187502,0.443835059,0,0.006,0.0068312,0.846,0.495,0.351,0.001,0.154615385,0.984446181,0.984460473,0.984491221,0.927092229,0.006,0.901628528,0.024362362,0.950492492,0.726369924,0.452739849,0.992192613,0.615035394,0.314764895,0.235187502,0.443835059,0.006,0.0068312,0.846,0.495,0.351,0.001,0.154615385,0.984446181,0.984460473,0.984491221,0.927092229,0.901628528,15,0.0137387,0.00232363,Matilda,1,0
7093,7861,Multiple147,0.028638639,0.946946947,0.731344636,0.462689273,0.991187655,0.58965035,0.34602355,0.254503703,0.353760571,0,0.008,0.006533911,0.861,0.469,0.392,0.001,0.154615385,0.982452967,0.982463474,0.982469079,0.934656627,0.008,0.896888381,0.028638639,0.946946947,0.731344636,0.462689273,0.991187655,0.58965035,0.34602355,0.254503703,0.353760571,0.008,0.006533911,0.861,0.469,0.392,0.001,0.154615385,0.982452967,0.982463474,0.982469079,0.934656627,0.896888381,15,0.00988039,0.00161082,Matilda,1,0
7094,7862,Multiple148,0.01580981,0.969145145,0.736319802,0.472639604,0.995048111,0.120738036,0.338843942,0.252050051,0.440297247,0.239,0.01,0.001332551,0.859,0.481,0.378,0.001001001,0.155813953,0.990120744,0.990131076,0.990140188,0.935874857,0.01,0.572918872,0.009699841,0.964928418,0.717147188,0.434294376,0.996019096,0.120738036,0.233443238,0.182606531,0.017996996,0.013140604,0.002560479,0.814717477,0.550591327,0.26412615,0.191191191,0.303100775,0.992054039,0.992092095,0.99209681,0.904937351,0.572918872,15,0.000935962,0.000684059,Matilda,1,0
7095,7863,Multiple149,0.034494494,0.934304304,0.741295444,0.482590888,0.989405978,0.383948146,0.329399412,0.24340106,0.295584265,0,0.005,0.004264892,0.86,0.494,0.366,0.002,0.155384615,0.978924189,0.978942772,0.978942879,0.934656627,0.005,0.844041739,0.034494494,0.934304304,0.741295444,0.482590888,0.989405978,0.383948146,0.329399412,0.24340106,0.295584265,0.005,0.004264892,0.86,0.494,0.366,0.002,0.155384615,0.978924189,0.978942772,0.978942879,0.934656627,0.844041739,15,0.00711111,0.00508516,Matilda,1,0
7096,7864,Multiple150,0.018362362,0.97024024,0.746270098,0.492540196,0.994288011,0.112604066,0.32775938,0.241949246,0.361085461,0.283,0.005,0.001215823,0.861,0.501,0.36,0.001,0.159144893,0.988608649,0.988640756,0.988642543,0.938276131,0.005,0.544343479,0.010012233,0.969293222,0.719101516,0.438203032,0.995940816,0.112604066,0.204501858,0.160017015,0.014202461,0.006973501,0.002550179,0.806136681,0.577405858,0.228730823,0.245,0.352335709,0.991898109,0.99191225,0.992037373,0.900225133,0.544343479,15,0.000856259,0.000676575,Matilda,1,0
7097,7865,Multiple151,0.024008008,0.962584585,0.751243791,0.502487583,0.992899034,0.027671957,0.346523041,0.253545769,0.397692349,0.735,0.006,0.000309021,0.87,0.486,0.384,0.001001001,0.155332303,0.985848492,0.985850977,0.985856104,0.942941686,0.006,0.179690656,0,0.996226415,0.460073087,0.079853825,1,0.02986448,0.062991858,0.05103726,0.002482679,0.022641509,0.002589585,0.505660377,0.418867925,0.086792453,0.702702703,0.752293578,1,1,1,0.497588608,0.179690656,0.0285459,4.99E-05,4.23E-05,Matilda,1,0
7098,7866,Multiple152,0.040744745,0.920368368,0.756218925,0.512437849,0.986963975,0.311856333,0.321375379,0.235489017,0.412755362,0,0.004,0.00346459,0.867,0.517,0.35,0.001,0.154734411,0.974097888,0.974097917,0.974251619,0.938869217,0.004,0.809417536,0.040744745,0.920368368,0.756218925,0.512437849,0.986963975,0.311856333,0.321375379,0.235489017,0.412755362,0.004,0.00346459,0.867,0.517,0.35,0.001,0.154734411,0.974097888,0.974097917,0.974251619,0.938869217,0.809417536,15,0.00422397,0.00346088,Matilda,1,0
7099,7870,Multiple156,0.018612613,0.965865866,0.77611965,0.552239301,0.993829746,0.242968607,0.339209964,0.249291538,0.359217135,0,0.004,0.00270258,0.884,0.52,0.364,0.001,0.154615385,0.987697565,0.987697777,0.987732203,0.950152074,0.004,0.762078117,0.018612613,0.965865866,0.77611965,0.552239301,0.993829746,0.242968607,0.339209964,0.249291538,0.359217135,0.004,0.00270258,0.884,0.52,0.364,0.001,0.154615385,0.987697565,0.987697777,0.987732203,0.950152074,0.762078117,15,0.00313591,0.00219169,Matilda,1,0
7100,7871,Multiple157,0.042274274,0.924342342,0.781096332,0.562192665,0.9866769,0.482765947,0.339493954,0.245118573,0.432191006,0,0.003,0.005350448,0.887,0.526,0.361,0.001,0.154734411,0.973531304,0.973531578,0.973568408,0.950152074,0.003,0.874088758,0.042274274,0.924342342,0.781096332,0.562192665,0.9866769,0.482765947,0.339493954,0.245118573,0.432191006,0.003,0.005350448,0.887,0.526,0.361,0.001,0.154734411,0.973531304,0.973531578,0.973568408,0.950152074,0.874088758,15,0.0108784,0.00706135,Matilda,1,0
7102,7873,Multiple159,0.017993994,0.965625626,0.791045977,0.582091954,0.994484122,0.669992057,0.334585319,0.249139333,0.428664101,0,0.004,0.007437938,0.888,0.538,0.35,0.001,0.154734411,0.988998668,0.989044093,0.989045097,0.953332947,0.004,0.910797185,0.017993994,0.965625626,0.791045977,0.582091954,0.994484122,0.669992057,0.334585319,0.249139333,0.428664101,0.004,0.007437938,0.888,0.538,0.35,0.001,0.154734411,0.988998668,0.989044093,0.989045097,0.953332947,0.910797185,15,0.0219746,0.000907978,Matilda,1,0
7103,7874,Multiple160,0.0164004,0.969461461,0.796020868,0.592041736,0.994997364,0.118557692,0.332878886,0.247979104,0.370312768,0.249,0.005,0.001318059,0.892,0.548,0.344,0.001,0.154615385,0.990019755,0.990023032,0.990023092,0.955404236,0.005,0.572918872,0.010528185,0.967847315,0.778752842,0.557505683,0.996213313,0.118557692,0.226939322,0.177715759,0.016233679,0.00665779,0.002548237,0.856191744,0.624500666,0.231691079,0.206,0.312307692,0.992440966,0.992441091,0.99254205,0.934979775,0.572918872,15,0.0010063,0.000682653,Matilda,1,0
7104,7875,Multiple161,0.017049049,0.968398398,0.800996677,0.601993354,0.994647121,0.618486917,0.33639714,0.249178279,0.334992527,0,0.006,0.006929689,0.896,0.55,0.346,0.001,0.154615385,0.989322895,0.989325234,0.989326806,0.957437163,0.006,0.903550906,0.017049049,0.968398398,0.800996677,0.601993354,0.994647121,0.618486917,0.33639714,0.249178279,0.334992527,0.006,0.006929689,0.896,0.55,0.346,0.001,0.154615385,0.989322895,0.989325234,0.989326806,0.957437163,0.903550906,15,0.0158947,0.000353653,Matilda,1,0
7105,7876,Multiple162,0.029855856,0.949615616,0.805970737,0.611941474,0.990793956,0.145354056,0.334191115,0.244770175,0.394955869,0.15,0.009,0.001610033,0.897,0.557,0.34,0.001,0.154615385,0.981672664,0.981678876,0.981680425,0.955404236,0.009,0.633358832,0.018848472,0.949027922,0.794756097,0.589512195,0.994288872,0.145354056,0.287909247,0.222612041,0.046882593,0.010588235,0.00254913,0.878823529,0.587058824,0.291764706,0.052,0.193846154,0.98861036,0.988656608,0.988700766,0.94497676,0.633358832,15,0.00118154,0.000923002,Matilda,1,0
7106,7877,Multiple163,0.020662663,0.962004004,0.810945672,0.621891345,0.993577245,0.373626988,0.328079747,0.243656192,0.399184385,0,0.005,0.004172547,0.898,0.569,0.329,0.001,0.154615385,0.987195742,0.98720006,0.987202949,0.958937222,0.005,0.842910307,0.020662663,0.962004004,0.810945672,0.621891345,0.993577245,0.373626988,0.328079747,0.243656192,0.399184385,0.005,0.004172547,0.898,0.569,0.329,0.001,0.154615385,0.987195742,0.98720006,0.987202949,0.958937222,0.842910307,15,0.00599131,0.000194975,Matilda,1,0
7107,7878,Multiple164,0.036562563,0.937037037,0.815921514,0.631843029,0.988551132,0.087440428,0.345939311,0.250020242,0.38652934,0.493,0.004,0.00097406,0.907,0.558,0.349,0.001,0.154615385,0.97723334,0.977269006,0.977382921,0.962357466,0.004,0.473489511,0.021743028,0.89968894,0.751614106,0.503228212,0.988776674,0.087440428,0.161087928,0.134676916,0.008235456,0.007889546,0.002549318,0.816568047,0.646942801,0.169625247,0.367,0.436153846,0.977679312,0.978412177,0.978486792,0.905837643,0.473489511,15,0.000320466,0.00020982,Matilda,1,0
7108,7879,Multiple165,0.01555956,0.970334334,0.820895786,0.641791573,0.99486587,0.829211733,0.325855244,0.242105919,0.348789906,0,0.004,0.00921863,0.905,0.584,0.321,0.001,0.154615385,0.9897581,0.989758129,0.989789548,0.961391488,0.004,0.927965848,0.01555956,0.970334334,0.820895786,0.641791573,0.99486587,0.829211733,0.325855244,0.242105919,0.348789906,0.004,0.00921863,0.905,0.584,0.321,0.001,0.154615385,0.9897581,0.989758129,0.989789548,0.961391488,0.927965848,15,0.0231297,0.00200931,Matilda,1,0
